start_year,end_year,variable,estimate,pvalue,ame_estimate,ame_pvalue
1962,1966,GDP_pc_PPP_log,,,,
1962,1967,GDP_pc_PPP_log,,,,
1962,1968,GDP_pc_PPP_log,,,,
1962,1969,GDP_pc_PPP_log,,,,
1962,1970,GDP_pc_PPP_log,-0.511385733202654,0.270242283626174,-0.563454588516656,0.154040560410645
1962,1971,GDP_pc_PPP_log,-0.611516629606785,0.192610681548174,-0.667105431260737,0.0766296835205759
1962,1972,GDP_pc_PPP_log,-0.595212660369929,0.19897486048685,-0.653072431889681,0.0782576827218967
1962,1973,GDP_pc_PPP_log,-0.566809802018714,0.241616601153197,-0.623962406266355,0.0891416626842639
1962,1974,GDP_pc_PPP_log,-0.333655332603802,0.493265713485573,-0.393315288843831,0.302753454346303
1962,1975,GDP_pc_PPP_log,-0.668784345060963,0.192674982973582,-0.731382030739931,0.0641564892492134
1962,1976,GDP_pc_PPP_log,-0.735826858566762,0.159982448131848,-0.795697524314524,0.0342185915001926
1962,1977,GDP_pc_PPP_log,-0.772111299421409,0.121533383454436,-0.82710535693939,0.0197788036543056
1962,1978,GDP_pc_PPP_log,-0.900624441360384,0.0657924879286872,-0.956480803199136,0.005072618936259
1962,1979,GDP_pc_PPP_log,-0.905508342839153,0.0419699441111601,-0.961857131093706,0.00296912790626327
1962,1980,GDP_pc_PPP_log,-0.851963315719651,0.0307347175680994,-0.909261089682252,0.00418352504193869
1962,1981,GDP_pc_PPP_log,-0.961116819001376,0.014041209437232,-1.01653332385394,0.00120572939318192
1962,1982,GDP_pc_PPP_log,-1.04866168743655,0.00624185112736558,-1.09963873556785,0.000349097679149616
1962,1983,GDP_pc_PPP_log,-1.13131722906992,0.00308814507387588,-1.17756194925887,0.000149280756682572
1962,1984,GDP_pc_PPP_log,-1.15815803412472,0.00201939847945457,-1.20384553809142,0.000130296323266741
1962,1985,GDP_pc_PPP_log,-1.12461268762965,0.00150769044450379,-1.16579748299178,9.17014164164336e-05
1962,1986,GDP_pc_PPP_log,-1.21223419624768,0.000523014102433615,-1.2537617545454,8.72950671066311e-06
1962,1987,GDP_pc_PPP_log,-1.23749826627501,0.000658643441119442,-1.28219725822052,4.28657128761101e-06
1962,1988,GDP_pc_PPP_log,-1.27747329909605,0.000766002959598417,-1.32145667175618,1.3944922230439e-06
1962,1989,GDP_pc_PPP_log,-1.3156173050633,0.000766082278741208,-1.35830946138955,9.00700436354368e-07
1962,1990,GDP_pc_PPP_log,-1.32460217274775,0.00129693708301327,-1.36623202873179,9.12144399378148e-07
1962,1991,GDP_pc_PPP_log,-1.37869137276415,0.00118296066742982,-1.42240353875201,4.35213411738182e-07
1962,1992,GDP_pc_PPP_log,-1.41421842219198,0.000819699577771791,-1.45907487645293,8.86289183286961e-08
1962,1993,GDP_pc_PPP_log,-1.56935392666852,0.000138772117053225,-1.61372074243357,2.72029005251873e-09
1962,1994,GDP_pc_PPP_log,-1.61865682895679,0.000109225795227233,-1.66111487121656,7.28090400734672e-10
1962,1995,GDP_pc_PPP_log,-1.65180257026938,0.00011964378597744,-1.69328644826886,1.94238455957338e-10
1962,1996,GDP_pc_PPP_log,-1.65063995822736,0.00025412275647526,-1.69323016004387,5.08101933178146e-10
1962,1997,GDP_pc_PPP_log,-1.62690665527128,8.42433388347055e-05,-1.66885402029232,4.24466550363817e-11
1962,1998,GDP_pc_PPP_log,-1.5856285294561,1.84061389217838e-05,-1.62463615487449,8.5273309982181e-12
1962,1999,GDP_pc_PPP_log,-1.5465000284417,2.31131018703101e-05,-1.58452846142678,3.4808208591821e-12
1962,2000,GDP_pc_PPP_log,-1.49679743897133,1.98837006410429e-05,-1.53617728307742,2.56028579194716e-12
1962,2001,GDP_pc_PPP_log,-1.48234871000895,2.70300820976584e-05,-1.51803272076746,9.81380898629175e-13
1962,2002,GDP_pc_PPP_log,-1.48023949445417,2.4270962469808e-05,-1.5153631220399,1.87422511760638e-13
1962,2003,GDP_pc_PPP_log,-1.4505508677942,1.35622378712255e-05,-1.48569123106698,4.38888184584399e-14
1962,2004,GDP_pc_PPP_log,-1.41461127396531,3.40436429474677e-05,-1.44832429434077,2.00850313898175e-13
1962,2005,GDP_pc_PPP_log,-1.41218129643186,3.37650320497415e-05,-1.44625397832145,2.67301994884031e-13
1962,2006,GDP_pc_PPP_log,-1.39756534479107,3.66876610094216e-05,-1.43106705437375,3.70457111115626e-13
1962,2007,GDP_pc_PPP_log,-1.35854471736667,4.93384527663835e-05,-1.39189691968485,1.51460066089187e-12
1962,2008,GDP_pc_PPP_log,-1.33529684228364,3.47183421731111e-05,-1.36654018184079,8.32426065583924e-12
1962,2009,GDP_pc_PPP_log,-1.37180939610439,8.81522296529764e-06,-1.40262768316325,5.60092709013468e-13
1962,2010,GDP_pc_PPP_log,-1.41048301596232,7.14657975648724e-06,-1.43961876589051,2.67259262039166e-13
1962,2011,GDP_pc_PPP_log,-1.4408235850038,5.90919336534591e-06,-1.46800045236529,3.10413212229561e-13
1962,2012,GDP_pc_PPP_log,-1.44961142849936,2.92930190690572e-06,-1.47507302017904,9.26754194874854e-14
1962,2013,GDP_pc_PPP_log,-1.46387273004669,2.50905542690439e-06,-1.48887896485415,1.99597613281775e-14
1962,2014,GDP_pc_PPP_log,-1.4511232205157,1.90439814992859e-06,-1.47459398869406,4.54906236393927e-15
1962,2015,GDP_pc_PPP_log,-1.45044293372398,1.73891603264754e-06,-1.47383862065942,4.49983979524743e-15
1962,2016,GDP_pc_PPP_log,-1.45094535937658,1.57003672458356e-06,-1.47425376857887,4.02982768961748e-15
1963,1967,GDP_pc_PPP_log,,,,
1963,1968,GDP_pc_PPP_log,,,,
1963,1969,GDP_pc_PPP_log,,,,
1963,1970,GDP_pc_PPP_log,-0.0944077446130356,0.839937531512397,-0.179447432043135,0.627519731765797
1963,1971,GDP_pc_PPP_log,-0.175331762850364,0.723356684001475,-0.261353824582256,0.452743322175551
1963,1972,GDP_pc_PPP_log,-0.178288382443954,0.701722772462077,-0.270269224369079,0.427734061355549
1963,1973,GDP_pc_PPP_log,-0.15079788535555,0.749430864346919,-0.24257075791298,0.476987705336999
1963,1974,GDP_pc_PPP_log,0.0481801175166105,0.898742545186943,-0.0525519049221987,0.881386431178443
1963,1975,GDP_pc_PPP_log,-0.285514817410879,0.451207605703127,-0.395841171009392,0.277559907791421
1963,1976,GDP_pc_PPP_log,-0.379729917512035,0.333237481872841,-0.482796772171394,0.16092492312977
1963,1977,GDP_pc_PPP_log,-0.458777493120967,0.221615709261927,-0.549146209243391,0.0901180302293968
1963,1978,GDP_pc_PPP_log,-0.565846085892112,0.12831584004543,-0.654706406656592,0.0374158642813205
1963,1979,GDP_pc_PPP_log,-0.560686355909233,0.0999268345150506,-0.649617753868973,0.0300842824219386
1963,1980,GDP_pc_PPP_log,-0.499454965330978,0.11591356226219,-0.588147272189556,0.0458912121731289
1963,1981,GDP_pc_PPP_log,-0.624680085535113,0.0467311249550188,-0.708784388291494,0.0153866656108657
1963,1982,GDP_pc_PPP_log,-0.733093855513381,0.0158235076276632,-0.807114209393003,0.00494473645038471
1963,1983,GDP_pc_PPP_log,-0.802042255560237,0.00869756347065381,-0.867728236948542,0.00271880997991798
1963,1984,GDP_pc_PPP_log,-0.81098372141897,0.0105289483863987,-0.874990065817993,0.00301858889903892
1963,1985,GDP_pc_PPP_log,-0.80028700668538,0.00624774716449241,-0.856249676607909,0.00213160658258253
1963,1986,GDP_pc_PPP_log,-0.854316787245154,0.00754935508899387,-0.911061834115979,0.000590901303312752
1963,1987,GDP_pc_PPP_log,-0.84846648864153,0.0228717431011599,-0.90972498762298,0.000563016554892667
1963,1988,GDP_pc_PPP_log,-0.88868039111675,0.0230168045584497,-0.948565232000918,0.000249240294305079
1963,1989,GDP_pc_PPP_log,-0.918567798680229,0.0250229649416737,-0.977018578139262,0.000181795165416879
1963,1990,GDP_pc_PPP_log,-0.926043677297033,0.0393930237447699,-0.980066140464217,0.000213891244506208
1963,1991,GDP_pc_PPP_log,-0.956010657415718,0.0470888008902683,-1.01410108204597,0.000156077178678806
1963,1992,GDP_pc_PPP_log,-0.968119333035507,0.0637854910118032,-1.02850523480405,8.61345073510159e-05
1963,1993,GDP_pc_PPP_log,-1.08407016470625,0.0528343189387493,-1.14564065374731,1.13821301158688e-05
1963,1994,GDP_pc_PPP_log,-1.14114162458755,0.0487345934632687,-1.19845061709896,4.2556499449568e-06
1963,1995,GDP_pc_PPP_log,-1.15427001228649,0.0630293051780558,-1.21146179146046,2.5081217094882e-06
1963,1996,GDP_pc_PPP_log,-1.13852305582066,0.0876374083701421,-1.19780266111901,5.58706403074913e-06
1963,1997,GDP_pc_PPP_log,-1.13341204851128,0.0668460812894012,-1.1938952798202,1.07882517325784e-06
1963,1998,GDP_pc_PPP_log,-1.10955660296526,0.0510944835786945,-1.16550061808236,4.30569208400838e-07
1963,1999,GDP_pc_PPP_log,-1.07802855815098,0.0522627905791802,-1.13412859197365,2.74396450107047e-07
1963,2000,GDP_pc_PPP_log,-1.03020445225684,0.0502065635149522,-1.09147962567192,2.07030811098814e-07
1963,2001,GDP_pc_PPP_log,-1.01829246518429,0.0600363025395782,-1.07345201474479,1.48230088521808e-07
1963,2002,GDP_pc_PPP_log,-1.01222376873658,0.0621707863473589,-1.06733544119406,6.8270360249993e-08
1963,2003,GDP_pc_PPP_log,-0.982786131957544,0.062311108353255,-1.03912519424831,3.99361651968386e-08
1963,2004,GDP_pc_PPP_log,-0.946876244229034,0.0841222599354894,-1.00153020447175,1.34975683487605e-07
1963,2005,GDP_pc_PPP_log,-0.931573535565835,0.0960014276172166,-0.989239352206785,1.78238620809705e-07
1963,2006,GDP_pc_PPP_log,-0.914099730252486,0.109728775958277,-0.971716113358359,2.71223127440047e-07
1963,2007,GDP_pc_PPP_log,-0.875011721268445,0.126027502964284,-0.934612141842535,6.78836841568351e-07
1963,2008,GDP_pc_PPP_log,-0.859172398247584,0.123789624088094,-0.917667286668603,1.39056087234733e-06
1963,2009,GDP_pc_PPP_log,-0.901534672626057,0.0993027603985862,-0.958305208941764,2.81910125389762e-07
1963,2010,GDP_pc_PPP_log,-0.936355987974453,0.0984429031204469,-0.990611985657028,1.73149700796885e-07
1963,2011,GDP_pc_PPP_log,-0.961181912086329,0.0956032057626139,-1.01369682459261,1.63401691109621e-07
1963,2012,GDP_pc_PPP_log,-0.98022426930737,0.0822338985512077,-1.0279653700397,8.766127691137e-08
1963,2013,GDP_pc_PPP_log,-0.995716078096664,0.078242201238989,-1.0401427485573,5.47592753325709e-08
1963,2014,GDP_pc_PPP_log,-0.993493509393191,0.075511271384652,-1.03535529054959,2.60975090725812e-08
1963,2015,GDP_pc_PPP_log,-0.993325234471231,0.0742783401115874,-1.03508432901947,2.57605049800222e-08
1963,2016,GDP_pc_PPP_log,-0.994332058086433,0.0730510044504184,-1.03592442367518,2.42068117651604e-08
1964,1968,GDP_pc_PPP_log,,,,
1964,1969,GDP_pc_PPP_log,,,,
1964,1970,GDP_pc_PPP_log,-0.546410367068928,0.241246663715844,-0.642898845450917,0.109203449401199
1964,1971,GDP_pc_PPP_log,-0.647017783219659,0.140272316992272,-0.754441621794496,0.0433340573892178
1964,1972,GDP_pc_PPP_log,-0.618346014113401,0.176347477349481,-0.728654371504497,0.0541912825424091
1964,1973,GDP_pc_PPP_log,-0.571460707703165,0.224908357600401,-0.687139579713451,0.067279012251958
1964,1974,GDP_pc_PPP_log,-0.272748863294567,0.601055805740765,-0.393637578602686,0.313737160225088
1964,1975,GDP_pc_PPP_log,-0.53966521478645,0.34765499404692,-0.673571629684436,0.0992449668648604
1964,1976,GDP_pc_PPP_log,-0.611705751259191,0.300489043748158,-0.740985514855647,0.0532422158412543
1964,1977,GDP_pc_PPP_log,-0.68048220568997,0.222320383116232,-0.798894158198358,0.0265226825215066
1964,1978,GDP_pc_PPP_log,-0.832085182332565,0.130378542177907,-0.948391630419076,0.00614236709703136
1964,1979,GDP_pc_PPP_log,-0.81079213485398,0.109055640446014,-0.928084136046076,0.00510794343502904
1964,1980,GDP_pc_PPP_log,-0.786685848872408,0.0838094531829908,-0.898568686501648,0.00537965063726023
1964,1981,GDP_pc_PPP_log,-0.87318453976353,0.0601479747627125,-0.980655012028052,0.00247043889060171
1964,1982,GDP_pc_PPP_log,-0.981069403272573,0.0314331959024895,-1.07588762659085,0.000738323384562956
1964,1983,GDP_pc_PPP_log,-1.06602407135242,0.0149202727464672,-1.14908327241774,0.000326716186140153
1964,1984,GDP_pc_PPP_log,-1.08453342550747,0.00894769688958646,-1.16643584410298,0.000314912884868512
1964,1985,GDP_pc_PPP_log,-1.0583242339998,0.00656280737703146,-1.1313766379947,0.000208942564380543
1964,1986,GDP_pc_PPP_log,-1.1464287382652,0.00116509599590305,-1.22131086400056,2.02307081392024e-05
1964,1987,GDP_pc_PPP_log,-1.17401737201272,0.000699781027200138,-1.25511481971578,7.9928510296366e-06
1964,1988,GDP_pc_PPP_log,-1.2280787214822,0.000593259971518119,-1.30848161277612,2.0875156738105e-06
1964,1989,GDP_pc_PPP_log,-1.26638743131312,0.000581177372096893,-1.34453263013197,1.16547753435726e-06
1964,1990,GDP_pc_PPP_log,-1.26735517592846,0.000998822935054315,-1.34239931312527,1.49702740574609e-06
1964,1991,GDP_pc_PPP_log,-1.30265855201126,0.000913585289863016,-1.38444763961002,9.59683055016766e-07
1964,1992,GDP_pc_PPP_log,-1.33924760736774,0.000427602632670558,-1.42619041887841,1.74364350081769e-07
1964,1993,GDP_pc_PPP_log,-1.48054644438725,6.94868947331938e-05,-1.56991755993886,6.53355014274662e-09
1964,1994,GDP_pc_PPP_log,-1.50203589929062,6.82780854397087e-05,-1.58973047487606,7.00613404188548e-09
1964,1995,GDP_pc_PPP_log,-1.53257318422991,7.26216141269112e-05,-1.6217502854587,1.78902850209963e-09
1964,1996,GDP_pc_PPP_log,-1.50610405960869,0.000203944382142788,-1.59978751191895,8.75337995348163e-09
1964,1997,GDP_pc_PPP_log,-1.49205523610687,5.60854175035825e-05,-1.58648287055622,7.50777424137642e-10
1964,1998,GDP_pc_PPP_log,-1.46591248760749,7.74789981018153e-06,-1.55332641059828,3.3448278172976e-11
1964,1999,GDP_pc_PPP_log,-1.42955884042008,8.34310885683099e-06,-1.51680238619201,7.93027464888064e-12
1964,2000,GDP_pc_PPP_log,-1.3814043556596,5.59261270032141e-06,-1.47353289778332,3.35706280549847e-12
1964,2001,GDP_pc_PPP_log,-1.37898982490856,5.79715433071616e-06,-1.4626154112478,4.5925039883955e-13
1964,2002,GDP_pc_PPP_log,-1.38515672102732,3.58110467107643e-06,-1.46785519985805,2.80527874844031e-14
1964,2003,GDP_pc_PPP_log,-1.34663182444156,2.06131146161191e-06,-1.43037274298204,8.44334363871998e-15
1964,2004,GDP_pc_PPP_log,-1.30718572382462,8.596288398196e-06,-1.3891714753114,4.96100687557384e-14
1964,2005,GDP_pc_PPP_log,-1.30511139871115,9.81591406370692e-06,-1.38883107149072,4.90654941355274e-14
1964,2006,GDP_pc_PPP_log,-1.30737320411636,9.97466918731841e-06,-1.38944850348354,2.17243108073799e-14
1964,2007,GDP_pc_PPP_log,-1.25746195703016,1.79508124460074e-05,-1.34171648144389,1.57391939193857e-13
